Kingdom	Phylum	Class	Order	Family	Genus	Species
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_goodfellowii
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_417
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_trevisanii
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	None
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	metagenome
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	None
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	None
Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_SR1	None	None	None
Bacteria	Patescibacteria	Parcubacteria	None	None	None	None
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7x	None
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	None
Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	None
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	None
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	None
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	None
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	human_gut_metagenome
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Phreatobacter	Phreatobacter_stygius
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	None
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	None	None
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	None	None
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Citrus_maxima	None
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	None	None
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured_Rickettsiales_bacterium	None
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	None
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	None
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	None	None
Bacteria	Proteobacteria	Alphaproteobacteria	None	None	None	None
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	None
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	PAC002211
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	None
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	unidentified
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	PAC002213
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	None
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	metagenome
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	Tepidimonas_fonticaldi
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	None	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylophilus	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	None	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Candidatus_Accumulibacter	human_gut_metagenome
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	metagenome
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	uncultured_bacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella_seckii
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella_sp._252
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella_sp._6FBBBH3
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella_stercoricanis
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella_wadsworthensis
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutturella_timonensis
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	metagenome
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	None
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	None	None	None
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Wohlfahrtiimonadaceae	Ignatzschineria	uncultured_Ignatzschineria_sp.
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	None
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	None
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	uncultured_Citrobacter_sp.
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	None
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	uncultured_Serratia_sp.
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	endosymbiont_of_Sphenophorus_levis
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	None	None
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia-Obesumbacterium	soil_bacterium_LL-P1-1
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	None
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	uncultured_Providencia_sp.
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	None
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	None
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	None	None
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	None	None	None
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	None
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	None
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	None
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia_granulomatis_DSM_19156
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	None
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	None	None
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	None
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	None
Bacteria	Proteobacteria	Gammaproteobacteria	None	None	None	None
Bacteria	Proteobacteria	None	None	None	None	None
Bacteria	Spirochaetota	Brachyspirae	Brachyspirales	Brachyspiraceae	Brachyspira	None
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema_maltophilum
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema_socranskii
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema_sp._V:20:D62
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	uncultured_Bacteroidetes_bacterium
Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Cloacibacillus_evryensis_DSM_19522
Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	None
Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium	Synergistetes_bacterium_oral_taxon_363
Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	Pacaella_massiliensis
Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	Pyramidobacter_piscolens
Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	Rarimicrobium_hominis
Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	None
Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Synergistes	Synergistes_jonesii
Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Synergistes	None
Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Synergistes	human_gut_metagenome
Bacteria	Tenericutes	Mollicutes	PAC001057	PAC000197	PAC000197	PAC001123
Bacteria	Tenericutes	Mollicutes	PAC001057	PAC000197	PAC000197	PAC001409
Bacteria	Tenericutes	Mollicutes	PAC001057	PAC000197	PAC000197	PAC002151
Bacteria	Tenericutes	Mollicutes	PAC001057	PAC000197	PAC000197	PAC002161
Bacteria	Tenericutes	Mollicutes	PAC001057	PAC000197	PAC000197	PAC002190
Bacteria	Tenericutes	Mollicutes	PAC001057	PAC000197	PAC000197	None
Bacteria	Tenericutes	Mollicutes	PAC001057	PAC001057	PAC001107	PAC001107
Bacteria	Tenericutes	Mollicutes	PAC001057	PAC001057	PAC001107	PAC002516
Bacteria	Tenericutes	Mollicutes	PAC001057	PAC001057	PAC001274	GQ451187
Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	human_gut_metagenome	None	None
Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Oligosphaeraceae	Z20	human_gut_metagenome
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	None
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	metagenome
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	unidentified
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	None	None
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	human_gut_metagenome	None
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	Bacteroidales_bacterium_55_9	None
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	metagenome	None
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	uncultured_organism	None
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita	bioreactor_metagenome
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	None
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	uncultured	Opitutae_bacterium_UBA6451
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	uncultured	None
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	uncultured	gut_metagenome
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	DEV114	None
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	None
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	None
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	None
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	uncultured_bacterium
Bacteria	None	None	None	None	None	None
